KECAMATAN,KELURAHAN,RT,JENIS_KB,AKHIR_PKB,POKOK_PKB,JUMLAH_KENDARAAN
PENAJAM,PENAJAM,2,R,11/11/2025,246800,1
PENAJAM,BULUMINUNG,1,R,11/11/2025,245000,1
PENAJAM,PENAJAM,16,R,11/11/2025,273000,1
PENAJAM,PENAJAM,10,R,11/11/2025,257300,1
BABULU,SUMBER SARI,11,R,11/11/2025,399000,1
PENAJAM,GIRIMUKTI,13,R,12/27/2024,215250,1
BABULU,GUNUNG MULIA,10,R,11/11/2025,350000,1
BABULU,RINTIK,5,R,11/11/2025,350000,1
PENAJAM,PENAJAM,9,R,11/11/2025,350000,1
SEPAKU,MARIDAN,6,R,11/12/2025,248500,1
SEPAKU,WONOSARI,7,R,11/12/2025,273000,1
PENAJAM,JENEBORA,12,R,11/12/2025,246800,1
PENAJAM,SALOLOANG,2,R,11/12/2025,234500,1
PENAJAM,PENAJAM,23,R,11/12/2025,350000,1
SEPAKU,ARGOMULYO,10,R,11/12/2025,399000,1
SEPAKU,SEPAKU,8,R,11/12/2025,399000,1
SEPAKU,BUKIT RAYA,4,R,11/12/2025,399000,1
BABULU,GUNUNG MULIA,2,R,11/12/2025,371000,1
SEPAKU,BUKIT RAYA,1,R,11/12/2025,273000,1
SEPAKU,TENGIN BARU,14,R,11/12/2025,245000,1
PENAJAM,NENANG,10,R,11/12/2025,350000,1
SEPAKU,SUKARAJA,17,R,11/12/2025,350000,1
PENAJAM,GERSIK,8,R,11/12/2025,399000,1
PENAJAM,PETUNG,7,R,11/12/2025,229300,1
SEPAKU,BINUANG,9,R,11/12/2025,357000,1
SEPAKU,TENGIN BARU,1,R,11/12/2025,336000,1
WARU,WARU,11,R,11/13/2025,276500,1
PENAJAM,GERSIK,8,R,11/13/2025,276500,1
PENAJAM,PENAJAM,1,R,11/13/2025,196000,1
BABULU,BABULU LAUT,7,R,11/13/2025,203000,1
BABULU,BABULU DARAT,4,R,11/13/2025,203000,1
PENAJAM,GIRIMUKTI,17,R,11/13/2025,203000,1
SEPAKU,MARIDAN,8,R,11/13/2025,203000,1
BABULU,LABANGKA BARAT,9,R,11/13/2025,218800,1
PENAJAM,SALOLOANG,1,R,11/13/2025,260800,1
BABULU,LABANGKA  ,7,R,11/13/2025,435800,1
SEPAKU,PEMALUAN,2,R,11/14/2025,371000,1
SEPAKU,PEMALUAN,4,R,11/14/2025,372800,1
BABULU,GUNUNG INTAN,17,R,11/14/2025,399000,1
PENAJAM,NENANG,4,R,11/14/2025,399000,1
PENAJAM,GUNUNG STELENG,6,R,11/14/2025,399000,1
PENAJAM,SALOLOANG,4,R,11/14/2025,399000,1
BABULU,GUNUNG INTAN,10,R,11/14/2025,399000,1
PENAJAM,GIRIMUKTI,10,R,11/14/2025,399000,1
PENAJAM,GUNUNG STELENG,6,R,11/14/2025,399000,1
PENAJAM,NIPAH-NIPAH,5,R,11/14/2025,350000,1
BABULU,GUNUNG INTAN,3,R,11/14/2025,350000,1
SEPAKU,SEPAKU,1,R,11/14/2025,350000,1
BABULU,BABULU DARAT,14,R,11/14/2025,350000,1
SEPAKU,TELEMOW,4,R,11/14/2025,357000,1
PENAJAM,LAWE-LAWE,3,R,11/14/2025,357000,1
PENAJAM,GIRIPURWA,8,R,11/14/2025,357000,1
SEPAKU,MARIDAN,4,R,11/14/2025,357000,1
SEPAKU,MARIDAN,5,R,11/14/2025,357000,1
SEPAKU,SUKARAJA,7,R,11/14/2025,273000,1
PENAJAM,GIRIMUKTI,4,R,11/14/2025,273000,1
BABULU,BABULU DARAT,29,R,11/14/2025,229300,1
WARU,WARU,7,R,11/14/2025,229300,1
PENAJAM,RIKO,5,R,11/14/2025,245000,1
SEPAKU,TELEMOW,14,R,11/14/2025,245000,1
BABULU,BABULU DARAT,5,R,11/14/2025,246800,1
BABULU,RAWA MULIA,13,R,11/14/2025,257300,1
SEPAKU,SUKARAJA,7,R,11/14/2025,434000,1
BABULU,BABULU DARAT,10,R,11/15/2025,252000,1
SEPAKU,MARIDAN,14,R,11/15/2025,213500,1
PENAJAM,GUNUNG STELENG,16,R,11/15/2025,276500,1
BABULU,BABULU LAUT,18,R,11/15/2025,276500,1
BABULU,BABULU LAUT,11,R,11/15/2025,276500,1
PENAJAM,BULUMINUNG,6,R,11/15/2025,203000,1
PENAJAM,GIRIMUKTI,14,R,11/15/2025,196000,1
PENAJAM,PETUNG,3,R,11/15/2025,203000,1
PENAJAM,SIDOREJO,2,R,11/15/2025,203000,1
WARU,BANGUN MULYA,16,R,11/15/2025,203000,1
PENAJAM,RIKO,6,R,11/15/2025,203000,1
PENAJAM,GUNUNG STELENG,13,R,11/15/2025,203000,1
PENAJAM,NENANG,9,R,11/15/2025,213500,1
PENAJAM,NENANG,12,R,11/15/2025,248500,1
PENAJAM,GIRIPURWA,8,R,11/15/2025,320300,1
BABULU,BABULU DARAT,8,R,11/15/2025,280000,1
BABULU,BABULU LAUT,8,R,11/15/2025,486500,1
BABULU,LABANGKA BARAT,7,R,11/15/2025,246800,1
PENAJAM,NENANG,7,R,11/15/2025,357000,1
BABULU,BABULU DARAT,31,R,11/15/2025,357000,1
PENAJAM,GIRIPURWA,3,R,11/15/2025,357000,1
PENAJAM,GIRIMUKTI,14,R,11/15/2025,357000,1
PENAJAM,PETUNG,13,R,11/15/2025,357000,1
PENAJAM,GIRIMUKTI,16,R,11/15/2025,407800,1
SEPAKU,SUKARAJA,8,R,11/15/2025,350000,1
PENAJAM,SALOLOANG,1,R,11/15/2025,350000,1
PENAJAM,SOTEK,12,R,11/15/2025,350000,1
BABULU,BABULU DARAT,13,R,11/15/2025,350000,1
WARU,API-API,6,R,11/15/2025,371000,1
WARU,API-API,4,R,11/15/2025,248500,1
SEPAKU,BUMI HARAPAN,10,R,11/18/2025,308000,1
SEPAKU,TENGIN BARU,12,R,11/18/2025,288800,1
BABULU,LABANGKA BARAT,8,R,11/19/2025,276500,1
PENAJAM,SOTEK,1,R,11/19/2025,276500,1
PENAJAM,GIRIMUKTI,17,R,11/19/2025,196000,1
BABULU,GUNUNG MAKMUR,3,R,11/19/2025,218800,1
PENAJAM,PETUNG,14,R,11/19/2025,288800,1
BABULU,BABULU LAUT,8,R,11/19/2025,320300,1
PENAJAM,NIPAH-NIPAH,7,R,11/19/2025,435800,1
WARU,WARU,6,R,11/19/2025,213500,1
WARU,API-API,5,R,11/19/2025,246800,1
SEPAKU,TENGIN BARU,12,R,11/19/2025,229300,1
SEPAKU,SEMOI DUA,4,R,11/19/2025,357000,1
PENAJAM,GIRIMUKTI,12,R,11/19/2025,357000,1
PENAJAM,GUNUNG STELENG,16,R,11/19/2025,357000,1
PENAJAM,GIRIMUKTI,7,R,11/19/2025,357000,1
PENAJAM,SOTEK,7,R,11/19/2025,350000,1
PENAJAM,SALOLOANG,1,R,11/19/2025,350000,1
PENAJAM,PEJALA,1,R,11/19/2025,350000,1
BABULU,BABULU LAUT,7,R,11/19/2025,350000,1
PENAJAM,SALOLOANG,1,R,11/19/2025,350000,1
SEPAKU,BUKIT RAYA,1,R,11/19/2025,399000,1
BABULU,BABULU DARAT,20,R,11/19/2025,399000,1
SEPAKU,SUKOMULYO,12,R,11/21/2025,196000,1
SEPAKU,SEMOI DUA,21,R,11/21/2025,203000,1
PENAJAM,JENEBORA,13,R,11/21/2025,248500,1
PENAJAM,SIDOREJO,7,R,11/21/2025,358800,1
BABULU,GUNUNG MAKMUR,5,R,11/21/2025,196000,1
WARU,SESULU,8,R,11/21/2025,196000,1
WARU,BANGUN MULYA,13,R,11/21/2025,196000,1
SEPAKU,SEMOI DUA,22,R,11/21/2025,203000,1
SEPAKU,TENGIN BARU,22,R,11/21/2025,203000,1
SEPAKU,ARGOMULYO,16,R,11/21/2025,203000,1
WARU,SESULU,8,R,11/21/2025,203000,1
SEPAKU,BUKIT RAYA,11,R,11/21/2025,203000,1
SEPAKU,SUKARAJA,8,R,11/21/2025,203000,1
SEPAKU,ARGOMULYO,3,R,11/21/2025,203000,1
BABULU,BABULU DARAT,14,R,11/21/2025,203000,1
BABULU,SUMBER SARI,9,R,11/21/2025,203000,1
WARU,BANGUN MULYA,4,R,11/21/2025,203000,1
PENAJAM,LAWE-LAWE,7,R,11/21/2025,203000,1
PENAJAM,GIRIPURWA,3,R,11/21/2025,203000,1
SEPAKU,KARANG JINAWI,8,R,11/21/2025,213500,1
WARU,WARU,11,R,11/21/2025,213500,1
PENAJAM,GIRIPURWA,2,R,11/21/2025,213500,1
PENAJAM,PETUNG,14,R,11/21/2025,218800,1
PENAJAM,BUKIT SUBUR,9,R,11/21/2025,248500,1
PENAJAM,GIRIMUKTI,17,R,11/21/2025,248500,1
PENAJAM,PETUNG,21,R,11/21/2025,253800,1
SEPAKU,SUKOMULYO,1,R,11/21/2025,260800,1
SEPAKU,SUKOMULYO,10,R,11/21/2025,260800,1
BABULU,BABULU DARAT,14,R,11/21/2025,267800,1
SEPAKU,BUMI HARAPAN,2,R,11/21/2025,267800,1
PENAJAM,BUKIT SUBUR,6,R,11/21/2025,276500,1
WARU,BANGUN MULYA,10,R,11/21/2025,276500,1
PENAJAM,GIRIMUKTI,12,R,11/21/2025,276500,1
WARU,SESULU,2,R,11/21/2025,276500,1
BABULU,SUMBER SARI,11,R,11/21/2025,276500,1
SEPAKU,PEMALUAN,1,R,11/21/2025,276500,1
WARU,BANGUN MULYA,11,R,11/21/2025,276500,1
SEPAKU,BUKIT RAYA,10,R,11/21/2025,276500,1
WARU,SESULU,2,R,11/21/2025,280000,1
WARU,API-API,4,R,11/21/2025,280000,1
BABULU,GUNUNG INTAN,12,R,11/21/2025,280000,1
WARU,API-API,3,R,11/21/2025,280000,1
PENAJAM,PETUNG,12,R,11/21/2025,280000,1
BABULU,GUNUNG MAKMUR,7,R,11/21/2025,288800,1
BABULU,BABULU LAUT,6,R,11/21/2025,288800,1
SEPAKU,TENGIN BARU,5,R,11/21/2025,288800,1
SEPAKU,TENGIN BARU,1,R,11/21/2025,288800,1
PENAJAM,SEPAN,1,R,11/21/2025,288800,1
BABULU,BABULU DARAT,14,R,11/21/2025,288800,1
PENAJAM,GIRIPURWA,2,R,11/21/2025,288800,1
WARU,WARU,13,R,11/21/2025,311500,1
SEPAKU,SEMOI DUA,3,R,11/21/2025,330800,1
SEPAKU,TENGIN BARU,4,R,11/21/2025,334300,1
PENAJAM,GUNUNG STELENG,4,R,11/21/2025,434000,1
PENAJAM,GIRIMUKTI,13,R,11/21/2025,434000,1
BABULU,BABULU DARAT,9,R,11/21/2025,434000,1
PENAJAM,PETUNG,21,R,11/21/2025,434000,1
PENAJAM,GIRIPURWA,2,R,11/21/2025,435800,1
SEPAKU,BUKIT RAYA,9,R,11/21/2025,486500,1
PENAJAM,JENEBORA,8,R,11/21/2025,218800,1
PENAJAM,PETUNG,15,R,11/21/2025,248500,1
PENAJAM,GIRIPURWA,10,R,11/21/2025,276500,1
SEPAKU,TENGIN BARU,16,R,11/21/2025,435800,1
SEPAKU,BINUANG,7,R,11/21/2025,203000,1
BABULU,RINTIK,1,R,11/21/2025,330800,1
SEPAKU,SUKOMULYO,6,R,11/21/2025,196000,1
BABULU,GUNUNG INTAN,4,R,11/21/2025,203000,1
BABULU,SEBAKUNG JAYA,7,R,11/21/2025,203000,1
SEPAKU,SUKOMULYO,1,R,11/21/2025,203000,1
SEPAKU,SEPAKU,6,R,11/21/2025,248500,1
PENAJAM,PENAJAM,25,R,11/21/2025,276500,1
SEPAKU,MARIDAN,17,R,11/21/2025,486500,1
SEPAKU,BUMI HARAPAN,2,R,11/21/2025,213500,1
SEPAKU,SEMOI DUA,1,R,11/21/2025,260800,1
SEPAKU,BINUANG,3,R,11/21/2025,213500,1
PENAJAM,GIRIMUKTI,7,R,11/21/2025,203000,1
SEPAKU,ARGOMULYO,5,R,11/21/2025,213500,1
PENAJAM,NIPAH-NIPAH,6,R,11/21/2025,276500,1
PENAJAM,PETUNG,12,R,11/21/2025,288800,1
PENAJAM,SIDOREJO,4,R,11/21/2025,318500,1
PENAJAM,SOTEK,3,R,11/21/2025,477800,1
PENAJAM,TANJUNG TENGAH,7,R,11/21/2025,196000,1
PENAJAM,PENAJAM,1,R,11/21/2025,196000,1
SEPAKU,TELEMOW,6,R,11/21/2025,203000,1
WARU,BANGUN MULYA,8,R,11/21/2025,203000,1
PENAJAM,SOTEK,3,R,11/21/2025,203000,1
PENAJAM,SOTEK,9,R,11/21/2025,203000,1
SEPAKU,BUKIT RAYA,1,R,11/21/2025,203000,1
PENAJAM,GIRIMUKTI,17,R,11/21/2025,203000,1
SEPAKU,TELEMOW,13,R,11/21/2025,203000,1
BABULU,LABANGKA BARAT,4,R,11/21/2025,203000,1
SEPAKU,BUMI HARAPAN,3,R,11/21/2025,203000,1
SEPAKU,TELEMOW,13,R,11/21/2025,203000,1
PENAJAM,SOTEK,14,R,11/21/2025,203000,1
PENAJAM,GUNUNG STELENG,1,R,11/21/2025,203000,1
PENAJAM,NENANG,4,R,11/21/2025,203000,1
PENAJAM,NIPAH-NIPAH,2,R,11/21/2025,203000,1
WARU,WARU,2,R,11/21/2025,203000,1
SEPAKU,SEPAKU,3,R,11/21/2025,203000,1
WARU,SESULU,11,R,11/21/2025,203000,1
PENAJAM,BULUMINUNG,6,R,11/21/2025,203000,1
PENAJAM,RIKO,2,R,11/21/2025,203000,1
SEPAKU,BINUANG,8,R,11/21/2025,203000,1
PENAJAM,GIRIMUKTI,12,R,11/21/2025,203000,1
SEPAKU,BINUANG,8,R,11/21/2025,203000,1
PENAJAM,PENAJAM,10,R,11/21/2025,203000,1
BABULU,GUNUNG INTAN,11,R,11/21/2025,203000,1
SEPAKU,BINUANG,8,R,11/21/2025,203000,1
PENAJAM,SEPAN,3,R,11/21/2025,203000,1
PENAJAM,TANJUNG TENGAH,6,R,11/21/2025,213500,1
WARU,SESULU,8,R,11/21/2025,213500,1
WARU,WARU,12,R,11/21/2025,218800,1
BABULU,LABANGKA  ,9,R,11/21/2025,248500,1
PENAJAM,GIRIMUKTI,8,R,11/21/2025,260800,1
PENAJAM,SOTEK,3,R,11/21/2025,260800,1
PENAJAM,PENAJAM,2,R,11/21/2025,260800,1
WARU,API-API,4,R,11/21/2025,260800,1
PENAJAM,PENAJAM,1,R,11/21/2025,267800,1
PENAJAM,SEPAN,6,R,11/21/2025,276500,1
SEPAKU,SUKARAJA,8,R,11/21/2025,276500,1
BABULU,BABULU DARAT,4,R,11/21/2025,276500,1
PENAJAM,SOTEK,14,R,11/21/2025,288800,1
SEPAKU,TENGIN BARU,15,R,11/21/2025,288800,1
BABULU,GUNUNG MULIA,16,R,11/21/2025,280000,1
PENAJAM,SUNGAI PARIT,7,R,12/30/2025,320300,1
PENAJAM,GUNUNG STELENG,8,R,11/21/2025,280000,1
PENAJAM,BULUMINUNG,2,R,11/21/2025,311500,1
PENAJAM,GIRIMUKTI,4,R,11/21/2025,311500,1
PENAJAM,PENAJAM,9,R,11/21/2025,320300,1
BABULU,LABANGKA  ,8,R,11/21/2025,320300,1
BABULU,RAWA MULIA,2,R,11/21/2025,435800,1
SEPAKU,SUKARAJA,22,R,11/21/2025,486500,1
PENAJAM,PENAJAM,15,R,11/21/2025,196000,1
SEPAKU,TELEMOW,14,R,11/21/2025,196000,1
PENAJAM,BULUMINUNG,1,R,11/21/2025,196000,1
PENAJAM,PENAJAM,20,R,11/21/2025,203000,1
SEPAKU,MARIDAN,17,R,11/21/2025,203000,1
PENAJAM,PENAJAM,24,R,11/21/2025,203000,1
PENAJAM,NENANG,7,R,11/21/2025,203000,1
BABULU,BABULU LAUT,17,R,11/21/2025,203000,1
BABULU,GUNUNG MULIA,8,R,11/21/2025,203000,1
PENAJAM,SOTEK,1,R,11/21/2025,203000,1
BABULU,SEBAKUNG JAYA,4,R,11/21/2025,203000,1
PENAJAM,BUKIT SUBUR,8,R,11/21/2025,213500,1
WARU,WARU,12,R,11/21/2025,248500,1
BABULU,SUMBER SARI,7,R,11/21/2025,260800,1
PENAJAM,GUNUNG STELENG,11,R,11/21/2025,260800,1
PENAJAM,SOTEK,12,R,11/21/2025,267800,1
SEPAKU,PEMALUAN,1,R,11/21/2025,276500,1
PENAJAM,NENANG,4,R,11/21/2025,486500,1
PENAJAM,BUKIT SUBUR,3,R,11/21/2025,435800,1
PENAJAM,NENANG,7,R,11/21/2025,435800,1
PENAJAM,PETUNG,14,R,11/21/2025,276500,1
SEPAKU,KARANG JINAWI,4,R,11/21/2025,276500,1
SEPAKU,BINUANG,8,R,11/21/2025,262500,1
BABULU,BABULU LAUT,5,R,11/21/2025,276500,1
BABULU,RINTIK,8,R,11/21/2025,276500,1
BABULU,LABANGKA BARAT,10,R,11/21/2025,276500,1
BABULU,BABULU DARAT,24,R,11/21/2025,276500,1
BABULU,BABULU DARAT,30,R,11/21/2025,276500,1
PENAJAM,RIKO,3,R,11/21/2025,288800,1
PENAJAM,RIKO,1,R,11/21/2025,288800,1
SEPAKU,SEPAKU,6,R,11/21/2025,288800,1
WARU,BANGUN MULYA,6,R,11/21/2025,288800,1
PENAJAM,PENAJAM,30,R,11/21/2025,311500,1
SEPAKU,WONOSARI,4,R,11/21/2025,434000,1
SEPAKU,SEPAKU,1,R,11/21/2025,288800,1
PENAJAM,SOTEK,1,R,11/21/2025,276500,1
BABULU,BABULU DARAT,30,R,11/21/2025,276500,1
PENAJAM,NIPAH-NIPAH,2,R,11/21/2025,203000,1
BABULU,BABULU DARAT,2,R,11/21/2025,213500,1
PENAJAM,SUNGAI PARIT,3,R,11/21/2025,288800,1
PENAJAM,GIRIMUKTI,4,R,11/21/2025,311500,1
BABULU,LABANGKA  ,11,R,11/21/2025,423500,1
PENAJAM,GUNUNG STELENG,13,R,11/22/2025,336000,1
PENAJAM,PENAJAM,14,R,11/22/2025,273000,1
PENAJAM,SEPAN,2,R,11/22/2025,234500,1
PENAJAM,GIRIMUKTI,14,R,11/22/2025,276500,1
PENAJAM,GIRIMUKTI,14,R,11/22/2025,276500,1
SEPAKU,PEMALUAN,4,R,11/22/2025,276500,1
PENAJAM,RIKO,3,R,11/22/2025,203000,1
PENAJAM,PETUNG,10,R,11/22/2025,203000,1
WARU,WARU,13,R,11/22/2025,203000,1
BABULU,SUMBER SARI,3,R,11/22/2025,203000,1
BABULU,SUMBER SARI,3,R,11/22/2025,203000,1
BABULU,SUMBER SARI,15,R,11/22/2025,203000,1
BABULU,BABULU LAUT,16,R,11/22/2025,203000,1
PENAJAM,SEPAN,2,R,11/22/2025,213500,1
WARU,API-API,5,R,11/22/2025,248500,1
PENAJAM,NIPAH-NIPAH,1,R,11/22/2025,280000,1
BABULU,LABANGKA BARAT,4,R,11/22/2025,311500,1
PENAJAM,BULUMINUNG,3,R,11/22/2025,435800,1
SEPAKU,KARANG JINAWI,5,R,11/22/2025,267800,1
PENAJAM,TANJUNG TENGAH,5,R,11/26/2025,486500,1
SEPAKU,TENGIN BARU,16,R,11/26/2025,203000,1
SEPAKU,ARGOMULYO,4,R,11/26/2025,311500,1
WARU,WARU,13,R,11/26/2025,213500,1
PENAJAM,NENANG,1,R,11/26/2025,273000,1
WARU,SESULU,5,R,11/26/2025,336000,1
PENAJAM,NENANG,22,R,11/26/2025,273000,1
PENAJAM,GERSIK,2,R,11/26/2025,229300,1
PENAJAM,GUNUNG STELENG,16,R,11/26/2025,273000,1
SEPAKU,SEMOI DUA,21,R,11/26/2025,336000,1
SEPAKU,PEMALUAN,6,R,11/26/2025,336000,1
SEPAKU,BINUANG,2,R,11/26/2025,399000,1
SEPAKU,SEPAKU,3,R,11/26/2025,336000,1
PENAJAM,NENANG,7,R,11/26/2025,224000,1
WARU,WARU,22,R,11/26/2025,229300,1
SEPAKU,TENGIN BARU,4,R,11/26/2025,273000,1
SEPAKU,BUKIT RAYA,8,R,11/26/2025,234500,1
SEPAKU,PEMALUAN,4,R,11/26/2025,273000,1
SEPAKU,BUKIT RAYA,1,R,11/26/2025,224000,1
SEPAKU,MARIDAN,23,R,11/28/2025,248500,1
PENAJAM,SOTEK,14,R,11/28/2025,288800,1
SEPAKU,BUMI HARAPAN,8,R,11/28/2025,358800,1
SEPAKU,TENGIN BARU,12,R,11/28/2025,196000,1
PENAJAM,JENEBORA,1,R,11/28/2025,196000,1
SEPAKU,ARGOMULYO,21,R,11/28/2025,203000,1
BABULU,GUNUNG MULIA,16,R,11/28/2025,203000,1
SEPAKU,TENGIN BARU,5,R,11/28/2025,203000,1
SEPAKU,BUMI HARAPAN,2,R,11/28/2025,203000,1
PENAJAM,GIRIPURWA,10,R,11/28/2025,203000,1
WARU,WARU,20,R,11/28/2025,203000,1
SEPAKU,BUMI HARAPAN,5,R,11/28/2025,203000,1
SEPAKU,SUKARAJA,10,R,11/28/2025,203000,1
WARU,BANGUN MULYA,16,R,11/28/2025,203000,1
SEPAKU,ARGOMULYO,11,R,11/28/2025,203000,1
BABULU,RAWA MULIA,1,R,11/28/2025,203000,1
WARU,WARU,1,R,11/28/2025,213500,1
SEPAKU,PEMALUAN,2,R,11/28/2025,213500,1
SEPAKU,SEPAKU,2,R,11/28/2025,213500,1
PENAJAM,PETUNG,10,R,11/28/2025,213500,1
WARU,WARU,2,R,11/28/2025,248500,1
WARU,WARU,4,R,11/28/2025,248500,1
PENAJAM,SIDOREJO,7,R,11/28/2025,248500,1
PENAJAM,SEPAN,2,R,11/28/2025,260800,1
BABULU,RINTIK,4,R,11/28/2025,260800,1
SEPAKU,BUMI HARAPAN,6,R,11/28/2025,260800,1
SEPAKU,TELEMOW,14,R,11/28/2025,253800,1
SEPAKU,MARIDAN,10,R,11/28/2025,276500,1
PENAJAM,PETUNG,19,R,11/28/2025,276500,1
SEPAKU,SUKARAJA,17,R,11/28/2025,276500,1
BABULU,GUNUNG MAKMUR,14,R,11/28/2025,276500,1
SEPAKU,BUMI HARAPAN,3,R,11/28/2025,276500,1
SEPAKU,WONOSARI,1,R,11/28/2025,276500,1
SEPAKU,BUMI HARAPAN,9,R,11/28/2025,276500,1
PENAJAM,SALOLOANG,1,R,11/28/2025,276500,1
SEPAKU,SUKARAJA,25,R,11/28/2025,276500,1
PENAJAM,TANJUNG TENGAH,8,R,11/28/2025,276500,1
SEPAKU,SEMOI DUA,6,R,11/28/2025,276500,1
BABULU,BABULU DARAT,27,R,11/28/2025,276500,1
SEPAKU,BINUANG,5,R,11/28/2025,276500,1
PENAJAM,GIRIPURWA,3,R,11/28/2025,276500,1
SEPAKU,TENGIN BARU,22,R,11/28/2025,276500,1
PENAJAM,RIKO,3,R,11/28/2025,276500,1
PENAJAM,GIRIPURWA,4,R,11/28/2025,280000,1
SEPAKU,BUKIT RAYA,2,R,11/28/2025,288800,1
SEPAKU,SUKARAJA,6,R,11/28/2025,288800,1
SEPAKU,BUMI HARAPAN,2,R,11/28/2025,288800,1
SEPAKU,SUKARAJA,19,R,11/28/2025,288800,1
SEPAKU,BUKIT RAYA,8,R,11/28/2025,288800,1
PENAJAM,RIKO,2,R,11/28/2025,288800,1
SEPAKU,BUKIT RAYA,11,R,11/28/2025,288800,1
WARU,SESULU,11,R,11/28/2025,320300,1
PENAJAM,SOTEK,11,R,11/28/2025,423500,1
SEPAKU,MARIDAN,16,R,11/28/2025,423500,1
BABULU,GUNUNG INTAN,14,R,11/28/2025,435800,1
SEPAKU,SUKOMULYO,6,R,11/28/2025,486500,1
BABULU,BABULU DARAT,18,R,11/28/2025,196000,1
BABULU,BABULU DARAT,30,R,11/28/2025,203000,1
BABULU,GUNUNG MAKMUR,7,R,11/28/2025,218800,1
BABULU,GUNUNG INTAN,6,R,11/28/2025,276500,1
PENAJAM,RIKO,1,R,11/28/2025,196000,1
PENAJAM,TANJUNG TENGAH,8,R,11/28/2025,218800,1
PENAJAM,GUNUNG STELENG,3,R,11/28/2025,281800,1
PENAJAM,PENAJAM,7,R,11/28/2025,281800,1
SEPAKU,BUMI HARAPAN,5,R,11/28/2025,203000,1
PENAJAM,SALOLOANG,3,R,11/28/2025,213500,1
SEPAKU,TENGIN BARU,4,R,11/28/2025,248500,1
SEPAKU,SEMOI DUA,1,R,11/28/2025,288800,1
PENAJAM,GIRIPURWA,7,R,11/28/2025,311500,1
SEPAKU,SUKOMULYO,11,R,11/28/2025,203000,1
SEPAKU,MARIDAN,2,R,11/28/2025,248500,1
SEPAKU,SUKOMULYO,11,R,11/28/2025,260800,1
WARU,WARU,9,R,11/28/2025,248500,1
BABULU,SUMBER SARI,9,R,11/28/2025,477800,1
SEPAKU,TELEMOW,14,R,11/28/2025,196000,1
SEPAKU,TELEMOW,1,R,11/28/2025,196000,1
PENAJAM,PENAJAM,21,R,11/28/2025,203000,1
PENAJAM,NENANG,7,R,11/28/2025,203000,1
WARU,BANGUN MULYA,8,R,11/28/2025,203000,1
PENAJAM,SOTEK,11,R,11/28/2025,203000,1
SEPAKU,TENGIN BARU,22,R,11/28/2025,203000,1
BABULU,GUNUNG INTAN,5,R,11/28/2025,248500,1
WARU,BANGUN MULYA,11,R,11/28/2025,260800,1
WARU,SESULU,8,R,11/28/2025,267800,1
SEPAKU,ARGOMULYO,9,R,11/28/2025,276500,1
SEPAKU,ARGOMULYO,24,R,11/28/2025,276500,1
PENAJAM,GUNUNG STELENG,2,R,11/28/2025,276500,1
PENAJAM,SIDOREJO,6,R,11/28/2025,288800,1
PENAJAM,LAWE-LAWE,1,R,11/28/2025,280000,1
PENAJAM,NENANG,2,R,11/28/2025,280000,1
PENAJAM,PENAJAM,4,R,11/28/2025,486500,1
SEPAKU,MARIDAN,23,R,11/28/2025,203000,1
PENAJAM,GIRIMUKTI,10,R,11/28/2025,435800,1
PENAJAM,GIRIMUKTI,15,R,11/28/2025,276500,1
PENAJAM,GUNUNG STELENG,15,R,11/28/2025,203000,1
PENAJAM,NENANG,3,R,11/28/2025,203000,1
PENAJAM,GIRIPURWA,3,R,11/28/2025,196000,1
SEPAKU,MARIDAN,20,R,11/28/2025,203000,1
BABULU,GUNUNG INTAN,2,R,11/28/2025,280000,1
BABULU,SEBAKUNG JAYA,13,R,11/28/2025,213500,1
SEPAKU,BUKIT RAYA,9,R,11/28/2025,399000,1
PENAJAM,NENANG,7,R,11/28/2025,273000,1
SEPAKU,SUKARAJA,6,R,11/28/2025,273000,1
SEPAKU,BUKIT RAYA,4,R,11/28/2025,253800,1
BABULU,SRI RAHARJA,6,R,11/28/2025,350000,1
SEPAKU,BUMI HARAPAN,3,R,12/29/2025,166300,1
PENAJAM,NENANG,2,R,07/10/2025,341300,1
PENAJAM,PETUNG,7,R,12/04/2025,273000,1
PENAJAM,SOTEK,15,R,12/04/2025,357000,1
PENAJAM,GIRIMUKTI,4,R,12/04/2025,357000,1
SEPAKU,SEPAKU,3,R,12/04/2025,357000,1
PENAJAM,RIKO,1,R,12/04/2025,357000,1
PENAJAM,PENAJAM,3,R,12/04/2025,350000,1
BABULU,LABANGKA  ,8,R,12/04/2025,350000,1
PENAJAM,GIRIMUKTI,1,R,12/04/2025,350000,1
PENAJAM,RIKO,3,R,12/04/2025,350000,1
WARU,WARU,16,R,12/04/2025,350000,1
BABULU,BABULU DARAT,6,R,12/04/2025,350000,1
PENAJAM,NIPAH-NIPAH,7,R,12/04/2025,448000,1
WARU,BANGUN MULYA,5,R,12/04/2025,399000,1
BABULU,GUNUNG INTAN,1,R,12/04/2025,350000,1
BABULU,RINTIK,1,R,12/04/2025,350000,1
SEPAKU,BINUANG,7,R,12/04/2025,372800,1
SEPAKU,TENGIN BARU,22,R,12/04/2025,273000,1
WARU,SESULU,1,R,12/04/2025,224000,1
PENAJAM,JENEBORA,8,R,12/04/2025,224000,1
PENAJAM,NENANG,7,R,12/04/2025,224000,1
PENAJAM,TANJUNG TENGAH,4,R,12/04/2025,224000,1
